Word,Definition
가명처리," 개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. <신설 2020. 9. 25.> ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가정보 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  데이터등의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보 없이는 그 대상자 또는 데이터등의 제공자를 특정하거나 알아 볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  추가정보를 사용하지 아니하고는 특정 개인인 신용정보주체를 알아볼 수 없도록 개인신용정보를 처리(그 처리 결과가 다음 각 목의 어느 하나에 해당하는 경우로서 제40조의2제1항 및 제2항에 따라 그 추가정보를 분리하여 보관하는 등 특정 개인인 신용정보주체를 알아볼 수 없도록 개인신용정보를 처리한 경우를 포함한다)하는 것을 말한다. 
가. 어떤 신용정보주체와 다른 신용정보주체가 구별되는 경우 
나. 하나의 정보집합물(정보를 체계적으로 관리하거나 처리할 목적으로 일정한 규칙에 따라 구성되거나 배열된 둘 이상의 정보들을 말한다. 이하 같다)에서나 서로 다른 둘 이상의 정보집합물 간에서 어떤 신용정보주체에 관한 둘 이상의 정보가 연계되거나 연동되는 경우 
다. 가목 및 나목과 유사한 경우로서 대통령령으로 정하는 경우 ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가정보 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. (‘[별표 1] 개인정보 종류’ 참조) ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. ,  개인정보의 일부를 삭제하거나 일부 또는 전부를 대체하는 등의 방법으로 추가 정보가 없이는 특정 개인을 알아볼 수 없도록 처리하는 것을 말한다. "
가뭄, 특정지역에서 강수량이 평균 강수량보다 적어 건조한 기간이 일정기간 지속되는 현상을 말한다. 
가변성, 건축물의 구조적 안전성을 유지하면서 평면계획이나 설비 등을 변화하거나 다양화 할 수 있는 성능과 새로운 변화에 적응할 수 있는 환경을 만들어 갈 수 있는 성능을 통합한 개념을 의미한다. 
가변속제어기, 정지형 전력변환기로서 전동기의 가변속운전을 위하여 설치하는 설비를 말한다. 
가변차로,changeable vehicular road/way
가보존," 완결되는 시기를 예측하기 어려운 사건의 군 형사사건기록을 완결된 군 형사사건기록의 예에 따라 보존하는 것을 말한다. ,  사건완결의 시기를 예측하기 어려운 사건의 기록을 완결기록의 예에 의하여 보존하는 것을 말한다. ,  사건완결의 시기를 예측하기 어려운 사건의 기록을 완결기록의 예에 따라 보존하는 것을 말한다. "
가부동수,tie;tie in votes;equal number of votes
가분채권,divisible claim
가분채무,divisible obligation
가불금, 보험회사등이 법 제10조에 따른 보험금등을 지급하기 이전에 법 제11조제1항 및 제2항에 따른 피해자의 청구에 따라 미리 지급하는 금액을 말한다. 
가사근로자," 가사서비스 제공기관의 사용자(「근로기준법」 제2조제1항제2호에 따른 사용자를 말한다. 이하 같다)와 근로계약을 체결하고, 이용자에게 가사서비스를 제공하는 사람을 말한다. "
가사노동,housekeeping labor
가사대리권,right of representation on household matters/affairs;representative right to family affairs
가사비송,family non-litigation
가사비송사건,non-litigious family/domestic case
가사비송절차,family non-litigation procedure
가사사건,family/domestic case;case on household matters/affairs
가사사용인,housekeeper;person employed in any other person’s family affairs
가사서비스," 가정 내에서 이루어지는 청소, 세탁, 주방일과 가구 구성원의 보호ㆍ양육 등 가정생활의 유지 및 관리에 필요한 업무를 수행하는 것을 말한다. "
가사소송,family litigation
가사소송절차,family litigation procedure
가사조사관,family fact-finding officer/official
가사조정,family conciliation;conciliation of family disputes
가산고장, 이 관의 구조상 요건에 적합한 전기기기의 일부분에서 발생하는 고장을 말한다. 
가산금," 납부의무자가 지방행정제재ㆍ부과금을 납부기한까지 납부하지 아니할 때에 지방행정제재ㆍ부과금관계법에 따라 지방행정제재ㆍ부과금에 가산하여 징수하는 금액과 납부기한이 지난 후 일정기한까지 납부하지 아니할 때에 그 금액에 다시 가산하여 징수하는 금액을 말한다. , additional charge/dues;surcharge"
가산비율,제재대상자의 평균비율에 가산하기 위하여 이 규정의 고객관리위원회에서 정하는 업무별 선별비율을 말한다. 
가산비율등급,"금품(향응) 제공규모 및 비위 정도에 따라 수입물품, 수출물품, 보세운송물품의 검사대상 선별비율 및 관리대상화물의 선별비율(이하 ""업무별 선별비율""이라 한다)을 1%～10%의 범위 내에서 A～C등급으로 구분한 것을 말한다. "
가산세," 이 법 및 세법에서 규정하는 의무의 성실한 이행을 확보하기 위하여 세법에 따라 산출한 세액에 가산하여 징수하는 금액을 말한다. 
5. 삭제 &lt;2018.12.31&gt; ,  이 법 또는 지방세관계법에서 규정하는 의무를 성실하게 이행하도록 하기 위하여 의무를 이행하지 아니할 경우에 이 법 또는 지방세관계법에 따라 산출한 세액에 가산하여 징수하는 금액을 말한다. 
24. 삭제 &lt;2020.12.29&gt; , additional tax"
가산세액,additional tax amount
가산임금,overtime wages
가상서버, 논리적으로 할당된 정보시스템 서버를 말한다. 
가상실험," 제7조 및 ""별표 1""에서 정하는 DTL Ⅱ에 해당하는 대상사업에 대하여 센서 네트워크 구축을 통한 데이터 수집 및 실시간 시뮬레이션으로 무기체계 최적화를 위한 실험을 말한다. "
가상자산," 경제적 가치를 지닌 것으로서 전자적으로 거래 또는 이전될 수 있는 전자적 증표(그에 관한 일체의 권리를 포함한다)를 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 것은 제외한다. 
가. 화폐ㆍ재화ㆍ용역 등으로 교환될 수 없는 전자적 증표 또는 그 증표에 관한 정보로서 발행인이 사용처와 그 용도를 제한한 것 
나. 「게임산업진흥에 관한 법률」 제32조제1항제7호에 따른 게임물의 이용을 통하여 획득한 유ㆍ무형의 결과물 
다. 「전자금융거래법」 제2조제14호에 따른 선불전자지급수단 및 같은 조 제15호에 따른 전자화폐 
라. 「주식ㆍ사채 등의 전자등록에 관한 법률」 제2조제4호에 따른 전자등록주식등 
마. 「전자어음의 발행 및 유통에 관한 법률」 제2조제2호에 따른 전자어음 
바. 「상법」 제862조에 따른 전자선하증권 
사. 거래의 형태와 특성을 고려하여 「특정 금융거래정보의 보고 및 이용 등에 관한 법률 시행령」 제4조로 정하는 것 ,  「특정 금융거래정보의 보고 및 이용 등에 관한 법률」 제2조제3호에 따른 가상자산을 말한다. ,  「특정 금융거래정보의 보고 및 이용 등에 관한 법률」 제2조제3호에 따라 경제적 가치를 지닌 것으로서 전자적으로 거래 또는 이전될 수 있는 전자적 증표(그에 관한 일체의 권리를 포함한다)를 말한다. <신설 2021. 10. 7.> 
[제목개정 2016. 3. 2] ,  경제적 가치를 지닌 것으로서 전자적으로 거래 또는 이전될 수 있는 전자적 증표(그에 관한 일체의 권리를 포함한다)를 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 것은 제외한다. 
가. 화폐ㆍ재화ㆍ용역 등으로 교환될 수 없는 전자적 증표 또는 그 증표에 관한 정보로서 발행인이 사용처와 그 용도를 제한한 것 
나. 「게임산업진흥에 관한 법률」 제32조제1항제7호에 따른 게임물의 이용을 통하여 획득한 유ㆍ무형의 결과물 
다. 「전자금융거래법」 제2조제14호에 따른 선불전자지급수단 및 같은 조 제15호에 따른 전자화폐 
라. 「주식ㆍ사채 등의 전자등록에 관한 법률」 제2조제4호에 따른 전자등록주식등 
마. 「전자어음의 발행 및 유통에 관한 법률」 제2조제2호에 따른 전자어음 
바. 「상법」 제862조에 따른 전자선하증권 
사. 거래의 형태와 특성을 고려하여 「특정 금융거래정보의 보고 및 이용 등에 관한 법률 시행령」제4조로 정하는 것 ,  경제적 가치를 지닌 것으로서 전자적으로 거래 또는 이전될 수 있는 전자적 증표(그에 관한 일체의 권리를 포함한다)를 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 것은 제외한다. 
가. 화폐ㆍ재화ㆍ용역 등으로 교환될 수 없는 전자적 증표 또는 그 증표에 관한 정보로서 발행인이 사용처와 그 용도를 제한한 것 
나. 「게임산업진흥에 관한 법률」 제32조제1항제7호에 따른 게임물의 이용을 통하여 획득한 유ㆍ무형의 결과물 
다. 「전자금융거래법」 제2조제14호에 따른 선불전자지급수단 및 같은 조 제15호에 따른 전자화폐 
라. 「주식ㆍ사채 등의 전자등록에 관한 법률」 제2조제4호에 따른 전자등록주식등 
마. 「전자어음의 발행 및 유통에 관한 법률」 제2조제2호에 따른 전자어음 
바. 「상법」 제862조에 따른 전자선하증권 
사. 거래의 형태와 특성을 고려하여 「특정 금융거래정보의 보고 및 이용 등에 관한 법률 시행령」제4조로 정하는 것 ,  경제적 가치를 지닌 것으로서 전자적으로 거래 또는 이전될 수 있는 전자적 증표(그에 관한 일체의 권리를 포함한다)를 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 것은 제외한다. 
가. 화폐ㆍ재화ㆍ용역 등으로 교환될 수 없는 전자적 증표 또는 그 증표에 관한 정보로서 발행인이 사용처와 그 용도를 제한한 것 
나. 「게임산업진흥에 관한 법률」 제32조제1항제7호에 따른 게임물의 이용을 통하여 획득한 유ㆍ무형의 결과물 
다. 「전자금융거래법」 제2조제14호에 따른 선불전자지급수단 및 같은 조 제15호에 따른 전자화폐 
라. 「주식ㆍ사채 등의 전자등록에 관한 법률」 제2조제4호에 따른 전자등록주식등 
마. 「전자어음의 발행 및 유통에 관한 법률」 제2조제2호에 따른 전자어음 
바. 「상법」 제862조에 따른 전자선하증권 
사. 거래의 형태와 특성을 고려하여 「특정 금융거래정보의 보고 및 이용 등에 관한 법률」 시행령으로 정하는 것 ,  경제적 가치를 지닌 것으로서 전자적으로 거래 또는 이전될 수 있는 전자적 증표(그에 관한 일체의 권리를 포함한다)를 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 것은 제외한다. 
가. 화폐ㆍ재화ㆍ용역 등으로 교환될 수 없는 전자적 증표 또는 그 증표에 관한 정보로서 발행인이 사용처와 그 용도를 제한한 것 
나. 「게임산업진흥에 관한 법률」 제32조제1항제7호에 따른 게임물의 이용을 통하여 획득한 유ㆍ무형의 결과물 
다. 「전자금융거래법」 제2조제14호에 따른 선불전자지급수단 및 같은 조 제15호에 따른 전자화폐 
라. 「주식ㆍ사채 등의 전자등록에 관한 법률」 제2조제4호에 따른 전자등록주식등 
마. 「전자어음의 발행 및 유통에 관한 법률」 제2조제2호에 따른 전자어음 
바. 「상법」 제862조에 따른 전자선하증권 
사. 거래의 형태와 특성을 고려하여 「특정 금융거래정보의 보고 및 이용 등에 관한 법률 시행령」제4조로 정하는 것 ,  경제적 가치를 지닌 것으로서 전자적으로 거래 또는 이전될 수 있는 전자적 증표(그에 관한 일체의 권리를 포함한다)를 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 것은 제외한다. 
가. 화폐ㆍ재화ㆍ용역 등으로 교환될 수 없는 전자적 증표 또는 그 증표에 관한 정보로서 발행인이 사용처와 그 용도를 제한한 것 
나. 「게임산업진흥에 관한 법률」 제32조제1항제7호에 따른 게임물의 이용을 통하여 획득한 유ㆍ무형의 결과물 
다. 「전자금융거래법」 제2조제14호에 따른 선불전자지급수단 및 같은 조 제15호에 따른 전자화폐 
라. 「주식ㆍ사채 등의 전자등록에 관한 법률」 제2조제4호에 따른 전자등록주식등 
마. 「전자어음의 발행 및 유통에 관한 법률」 제2조제2호에 따른 전자어음 
바. 「상법」 제862조에 따른 전자선하증권 
사. 「한국은행법」에 따른 한국은행(이하 ""한국은행""이라 한다)이 발행하는 전자적 형태의 화폐 및 그와 관련된 서비스 
아. 거래의 형태와 특성을 고려하여 대통령령으로 정하는 것 ,  경제적 가치를 지닌 것으로서 전자적으로 거래 또는 이전될 수 있는 전자적 증표(그에 관한 일체의 권리를 포함한다)를 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 것은 제외한다. 
가. 화폐ㆍ재화ㆍ용역 등으로 교환될 수 없는 전자적 증표 또는 그 증표에 관한 정보로서 발행인이 사용처와 그 용도를 제한한 것 
나. 「게임산업진흥에 관한 법률」 제32조제1항제7호에 따른 게임물의 이용을 통하여 획득한 유ㆍ무형의 결과물 
다. 「전자금융거래법」 제2조제14호에 따른 선불전자지급수단 및 같은 조 제15호에 따른 전자화폐 
라. 「주식ㆍ사채 등의 전자등록에 관한 법률」 제2조제4호에 따른 전자등록주식등 
마. 「전자어음의 발행 및 유통에 관한 법률」 제2조제2호에 따른 전자어음 
바. 「상법」 제862조에 따른 전자선하증권 
사. 「전자금융거래법」 제2조제16호에 따른 전자채권 
아. 발행자가 일정한 금액이나 물품ㆍ용역의 수량을 기재하여 발행한 상품권 중 휴대전화 등 모바일기기에 저장되어 사용되는 상품권 
자. 그 밖에 사목 및 아목에 준하는 것으로서 거래의 형태와 특성을 고려하여 금융정보분석원의 장(이하 ""금융정보분석원장""이라 한다)이 정하여 고시하는 것 ,  경제적 가치를 지닌 것으로서 전자적으로 거래 또는 이전될 수 있는 전자적 증표(그에 관한 일체의 권리를 포함한다)를 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 것은 제외한다. 
가. 화폐ㆍ재화ㆍ용역 등으로 교환될 수 없는 전자적 증표 또는 그 증표에 관한 정보로서 발행인이 사용처와 그 용도를 제한한 것 
나. 「게임산업진흥에 관한 법률」 제32조제1항제7호에 따른 게임물의 이용을 통하여 획득한 유ㆍ무형의 결과물 
다. 「전자금융거래법」 제2조제14호에 따른 선불전자지급수단 및 같은 조 제15호에 따른 전자화폐 
라. 「주식ㆍ사채 등의 전자등록에 관한 법률」 제2조제4호에 따른 전자등록주식등 
마. 「전자어음의 발행 및 유통에 관한 법률」 제2조제2호에 따른 전자어음 
바. 「상법」 제862조에 따른 전자선하증권 
사. 거래의 형태와 특성을 고려하여 대통령령으로 정하는 것 ,  경제적 가치를 지닌 것으로서 전자적으로 거래 또는 이전될 수 있는 전자적 증표(그에 관한 일체의 권리를 포함한다)를 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 것은 제외한다. <개정 2023.11.10.> 
가. 화폐ㆍ재화ㆍ용역 등으로 교환될 수 없는 전자적 증표 또는 그 증표에 관한 정보로서 발행인이 사용처와 그 용도를 제한한 것 
나. 「게임산업진흥에 관한 법률」 제32조제1항제7호에 따른 게임물의 이용을 통하여 획득한 유ㆍ무형의 결과물 
다. 「전자금융거래법」 제2조제14호에 따른 선불전자지급수단 및 같은 조 제15호에 따른 전자화폐 
라. 「주식ㆍ사채 등의 전자등록에 관한 법률」 제2조제4호에 따른 전자등록주식등 
마. 「전자어음의 발행 및 유통에 관한 법률」 제2조제2호에 따른 전자어음 
바. 「상법」 제862조에 따른 전자선하증권 
사. 거래의 형태와 특성을 고려하여 「특정 금융거래정보의 보고 및 이용 등에 관한 법률 시행령」 제4조로 정하는 것 ,  경제적 가치를 지닌 것으로서 전자적으로 거래 도는 이전될 수 있는 전자적 증표(그에 관한 일체의 권리를 포함한다)를 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 것은 제외한다. 
가. 화폐ㆍ재화ㆍ용역 등으로 교환될 수 없는 전자적 증표 또는 그 증표에 관한 정보로서 발행인이 사용처와 그 용도를 제한한 것 
나. 「게임산업진흥에 관한 법률」 제32조제1항제7호에 따른 게임물의 이용을 통하여 획득한 유ㆍ무형의 결과물 
다. 「전자금융거래법」 제2조제14호에 따른 선불전자지급수단 및 같은 조 제15호에 따른 전자화폐 
라. 「주식ㆍ사채 등의 전자등록에 관한 법률」 제2조제4호에 따른 전자등록주식등 
마. 「전자어음의 발행 및 유통에 관한 법률」 제2조제2호에 따른 전자어음 
바. 「상법」 제862조에 따른 전자선하증권 
사. 거래의 형태와 특성을 고려하여 「특정 금융거래정보의 보고 및 이용 등에 관한 법률 시행령」제4조로 정하는 것 ,  경제적 가치를 지닌 것으로서 전자적으로 거래 또는 이전될 수 있는 전자적 증표(그에 관한 일체의 권리를 포함한다)를 말한다. 다만, 다음 각 목의 어느 하나에 해당하는 것은 제외한다. 
가. 화폐ㆍ재화ㆍ용역 등으로 교환될 수 없는 전자적 증표 또는 그 증표에 관한 정보로서 발행인이 사용처와 그 용도를 제한한 것 
나. 「게임산업진흥에 관한 법률」제32조제1항제7호에 따른 게임물의 이용을 통하여 획득한 유ㆍ무형의 결과물 
다. 「전자금융거래법」제2조제14호에 따른 선불전자지급수단 및 같은 조 제15호에 따른 전자화폐 
라. 「주식ㆍ사채 등의 전자등록에 관한 법률」제2조제4호에 따른 전자등록주식등 
마. 「전자어음의 발행 및 유통에 관한 법률」제2조제2호에 따른 전자어음 
바. 「상법」제862조에 따른 전자선하증권 
사. 거래의 형태와 특성을 고려하여 「특정 금융거래정보의 보고 및 이용 등에 관한 법률 시행령」제4조로 정하는 것 "
