Word,Definition
서열목록," 핵산염기 서열 또는 아미노산 서열에 서열식별번호를 각각 부여하고, 서열에 대한 상세한 정보를 함께 기재한 것을 말한다. "
서열목록전자파일, 서열목록을 특허협력조약(PCT) 시행세칙 부속서 C에서 규정하는 세계지식재산기구(WIPO) 표준 ST.26 「XML을 사용한 핵산염기 및 아미노산 서열목록 제시를 위한 권장 표준」에 따라 XML로 작성 및 저장한 전자파일을 말한다. 
서열식별번호, 서열목록의 각 서열에 부여된 고유의 정수를 말한다. 
서예," 문자를 중심으로 종이와 붓, 먹 등을 이용하여 미적 아름다움을 표현하는 시각예술을 말한다. "
서예교육," 학교와 사회에서 서예를 가르치고, 이를 통하여 올바른 인성을 기르는 것을 목적으로 하는 교육을 말한다. "
서오릉관리소,Seooreung Shrine Office
서울고등검찰청,Seoul High Prosecutor’s Office
서울권," 경찰청, 부속기관, 국립과학수사연구원 및 서울특별시경찰청을 말한다. ,  경찰청 및 서울특별시경찰청을 말한다. "
서울기록정보센터,Seoul Archives Information Center
서울남부지방검찰청,Seoul Southern District Prosecutor’s Office
서울대학교병원설치법,Establishment of Seoul National University Hospital Act
서울대학교치과병원설치법,Establishment of Seoul National Dental Hospital Act
서울동부지방검찰청,Seoul Eastern District Prosecutor’s Office
서울문화재단,Seoul Foundation for Arts and Culture
서울북부지방검찰청,Seoul Northern District Prosecutor’s Office
서울사무소,Seoul Office
서울서부지방검찰청,Seoul Western District Prosecutor’s Office
서울세관,Seoul Main Customs
서울시정개발연구원,Seoul Development Institute
서울영상위원회,Seoul Film Commission
서울올림픽기념국민체육진흥공단,"Seoul Olympic Sports Promotion Foundation(폐지, 국민체육진흥공단으로 변경)"
서울임상심리연구소,Seoul Institute of Clinical Psychology
서울중독심리연구원,Seoul Addiction Institute of Psychotherapy
서울중앙지방검찰청,Seoul Central District Prosecutor’s Office
서울지방국토관리청,Seoul Construction and Management Administration
서울지방청,"Seoul Regional KFDA, Seoul Regional Public Procurement Service"
서울지방항공청,Seoul Regional Aviation Administration
서울특별시,Seoul Metropolitan City
서울특별시교육청,Seoul Metropolitan Office of Education
서울특별시사회복지협의회,Seoul Council on Social Welfare
서울특별시장,Seoul Metropolitan City Mayor
서울특별시행정특례에관한법률,Act on Special Cases concerning the Administration of Seoul Special Metropolitan City
서원, 조선시대에 선현에 제사를 지내고 유생들을 교육하기 위하여 설립한 사설교육기관을 말한다. 
서유럽과,West Europe Division
서점, 간행물을 최종소비자에게 판매하는 상행위를 업으로 하는 장소ㆍ시설 또는 정보통신설비를 이용하여 재화 등을 거래할 수 있도록 설정된 가상의 영업장을 말한다. 
서증, documentary evidence;evidentiary document
서증신청, offering of documentary evidence;application for evidentiary document
서증조사, 민사소송규칙 제112조에 따라 법원이 서증으로 신청된 문서가 있는 장소에서 조사하는 것을 말한다. 
서해지방해양경찰청,West Regional Headquarters Korea Coast Guard
서행,
서훈, 대한민국을 위해 세운 공로의 등급에 따라 훈장이나 포장을 주는 것을 말한다. 
석궁," 활과 총의 원리를 이용하여 화살 등의 물체를 발사하여 인명에 위해를 줄 수 있는 것으로서 대통령령으로 정하는 것을 말한다. ,  crossbow"
석면,"자연적으로 생성되며 섬유상 형태를 갖는 규산염 광물류로서 환경부령으로 정하는 물질을 말한다. ,  자연적으로 생성되며 섬유상 형태를 갖는 규산염(硅酸鹽) 광물류로서 환경부령으로 정하는 물질을 말한다. ,  자연적으로 생성되며 섬유상 형태를 갖는 규산염(硅酸鹽) 광물류로서 환경부령으로 정하는 물질을 말한다. "
석면건축자재, 석면을 포함하고 있는 건축자재로서 환경부령으로 정하는 것을 말한다. 
석면분석전문연구소,Institute of Specialized Analysis for Asbestos
석면질병," 석면을 흡입함으로써 발생하는 것으로 원발성(原發性) 악성중피종, 원발성 폐암, 석면폐증 및 그 밖에 대통령령으로 정하는 질병을 말한다. "
석면함유제품, 석면을 포함하고 있는 제품으로서 제11조제1항에 따른 석면함유가능물질을 가공ㆍ변형한 제품을 제외한 제품을 말한다. 
석면해체작업감리인," 석면해체·제거작업 감리 업무를 수행하고자 하는 자로서 법 제30조의2에 따라 등록한 자(이하 ""감리인""이라 한다)를 말한다. ,  석면해체·제거작업 감리 업무를 수행하고자 하는 자로서 법 제30조의2에 따라 등록한 자(이하 ""감리인""이라 한다)를 말한다. ,  석면해체·제거작업 감리 업무를 수행하고자 하는 자로서 법 제30조의2에 따라 등록한 자(이하 ""감리인”이라 한다)를 말한다. "
석명,explanation (explain);clarification (clarify);explication (explicate);elucidation (elucidate)
석방, release
석사연구원," 제7조의 자격을 갖추고 근로계약을 체결한 자를 말한다. ,  제7조의 자격기준을 갖추고 근로계약을 체결한자를 말한다. ,  제7조의 자격을 갖추고 근로계약을 체결한 자를 말한다. "
석사후연구원, 제7조의 자격기준을 갖추고 근로계약을 체결한자를 말한다. 
석유," 원유, 천연가스[액화(液化)한 것을 포함한다. 이하 같다] 및 석유제품을 말한다. ,  「석유 및 석유대체연료 사업법」 제2조제1호에 따른 석유 중 천연가스(액화한 것을 포함한다) 및 석유가스(액화한 것을 포함한다)를 제외한 것을 말한다. ,  원유, 천연가스, 초경질원유, 액화천연가스를 포함하는 고체ㆍ반고체ㆍ액체 또는 기체상태의 자연발생적 탄화수소를 말한다. ,  petroleum;oil"
석유광산시설, 광산내의 시설물과 파이프라인으로 연결하는 경우 도시가스사업법상의 도시가스사업자 등 가스공급시설설치자의 시설물에 연결되기까지의 시설물을 말한다. 
석유대체연료, 석유제품 연소 설비의 근본적인 구조 변경 없이 석유제품을 대체하여 사용할 수 있는 연료(석탄과 천연가스는 제외한다)로서 대통령령으로 정하는 것을 말한다. 
석유류세, petroleum tax
석유산업과,Petroleum Division
석유수출입업," 석유를 수출하거나 수입하는 사업을 말한다. ,  petroleum export-import business/trade"
석유수출입업자," 제9조에 따라 등록(등록이 면제되는 경우를 포함한다)을 하고 석유수출입업을 하는 자를 말한다. ,  petroleum export-import business operator"
석유정제시설, petroleum refinery;petroleum refinement facilities
석유정제업," 석유를 정제하여 석유제품(부산물인 석유제품은 제외한다)을 제조하는 사업을 말한다. ,  oil/petroleum refinery"
석유정제업자," 제5조에 따라 등록을 하거나 신고를 하고 석유정제업을 하는 자를 말한다. ,  oil refinery operator"
석유제품," 휘발유, 등유, 경유, 중유, 윤활유와 이에 준하는 탄화수소유 및 석유가스(액화한 것을 포함한다. 이하 같다)로서 다음 각 목의 것을 말한다. 
가. 탄화수소유: 항공유, 용제(溶劑), 아스팔트, 나프타, 윤활기유, 석유중간제품[석유제품 생산공정에 원료용으로 투입되는 잔사유(殘渣油) 및 유분(溜分)을 말한다] 및 부생연료유(副生燃料油: 등유나 중유를 대체하여 연료유로 사용되는 부산물인 석유제품을 말한다) 
나. 석유가스: 프로판ㆍ부탄 및 이를 혼합한 연료용 가스 ,  petroleum product/byproduct"
석유판매가격, petroleum selling price
석유판매업," 석유 판매를 업(業)으로 하는 것을 말한다. ,  petroleum selling/sales business"
석유판매업자," 제10조에 따라 등록 또는 신고를 하고 석유판매업을 하는 자를 말한다. ,  oil dealer;petroleum seller;petroleum sales businessman"
석유화학공업자," 다음 각 호의 어느 하나에 해당하는 자를 말한다. 다만, 「석유 및 석유대체연료 사업법」 제2조제7호에 따른 석유정제업자는 제외한다. 
1. 석유ㆍ천연가스 또는 정유폐가스를 화학적으로 처리하여 저급탄화수소류 또는 방향족탄화수소류를 제조하는 공업자 
2. 저급탄화수소류ㆍ방향족탄화수소류ㆍ석유ㆍ천연가스 또는 정유폐가스를 주원료로 하여 합성수지ㆍ합성고무ㆍ합성세제ㆍ가소제(可塑劑) 등 석유화학제품의 원료를 제조하는 공업자 "
석재," 건축용, 공예용, 조경용, 쇄골재용(碎骨材用) 및 토목용으로 사용하기 위한 암석(채취 또는 가공된 것을 포함한다)을 말한다. ,  산지의 토석 중 건축용, 공예용, 조경용, 쇄골재용(碎骨材用) 및 토목용으로 사용하기 위한 암석을 말한다. "
석재사업자, 석재산업을 영위하는 자를 말한다. 
석재산업, 석재의 채취·가공·유통·판매·수출입과 석재를 활용한 전시·체험·연구·관광 및 그 밖에 석재와 관련된 재화나 용역을 제공하는 산업을 말한다. 
석좌교수, 전통문화 및 문화재 분야에 탁월한 연구업적이 있거나 국내ㆍ국제적 저명인사로 특정 분야 강의를 위해 임용된 자를 말한다. 
석탄, 무연탄을 말한다. 
석탄가공업, 석탄가공제품을 제조하는 사업을 말한다. 
석탄가공업자, 석탄가공업을 영위하는 자를 말한다. 
석탄가공제품, 석탄을 주 원료로 하여 가공된 제품으로서 대통령령으로 정하는 것을 말한다. 
석탄광물자원과,Coal and Mineral Resources Division
석탄광업, 석탄의 탐사 및 채굴과 이에 부수되는 선탄(選炭) 등의 사업을 말한다. 
석탄광업자, 석탄광업을 영위하는 광업권자 및 조광권자를 말한다. 
석탄산업, 석탄광업 및 석탄가공업을 말한다. 
석탄산업법,Coal Industry Act
석탄산업합리화산업단,Coal Industry Promotion Board(폐지)
석탄재,
선거," 국제기구에서 투표를 통해 국가 또는 개인을 선출하는 절차를 말한다. ,  election;vote"
선거과,Election Division
선거관리, election management
선거관리위원회, 이 규정 제12편에 따라 설치된 조합선거관리위원회를 말한다. 
선거구, election district
선거구선거사무," 선거에 관한 사무중 후보자등록 및 당선인결정 등과 같이 당해 선거구를 단위로 행하여야 하는 선거사무를 말한다. 
[제목개정 2015.8.13] "
선거기간," 후보자등록마감일의 다음 날부터 선거일까지를 말한다. ,  다음 각 호의 기간을 말한다. &lt;개정 2011.7.28&gt; 
1. 대통령선거: 후보자등록마감일의 다음 날부터 선거일까지 
2. 국회의원선거와 지방자치단체의 의회의원 및 장의 선거: 후보자등록마감일 후 6일부터 선거일까지 
[제목개정 2011.7.28] ,  후보자등록마감일 또는 후보자 추천일의 다음 날부터 선거일까지를 말한다. "
